sentence,entities,character_entities
Ser Kevan said little and scarce touched his wine cup.,['Kevan'],['Kevan']
"“You need a Hand,” he said, “and Jaime has refused you.”

",['Jaime'],['Jaime']
"Someone older . . .”

“Mace Tyrell is older.”

",['Mace Tyrell'],['Mace']
"“You would be a fool to make Mace Tyrell your Hand,” Ser Kevan admitted, “but a bigger fool to make him your foe.","['Mace Tyrell', 'Kevan']","['Mace', 'Kevan']"
"Mace should have known better than to broach such matters in public, but even so, you were unwise to shame him in front of half the court.”

","['Mace', 'half']",['Mace']
Ser Kevan studied her face for a long moment before he replied.,['Kevan'],['Kevan']
"“You ask much of me, Cersei.”

“No more than my father did.”

",['Cersei'],['Cersei']
"Lancel needs my help.”

",['Lancel'],['Lancel']
“As does Tommen.”,['Tommen'],['Tommen']
Cersei had not expected Kevan to require coaxing.,['Kevan'],['Kevan']
"Open your eyes and look about you, Cersei.",['Cersei'],['Cersei']
"And Tywin always regarded Jaime as his rightful heir.”

","['Tywin', 'Jaime']","['Tywin', 'Jaime']"
"Jaime is a handsome fool.”

",['Jaime'],['Jaime']
"What does that make you, Cersei?”

“I told you, I was sick with grief, I did not think—”

“No,” Ser Kevan agreed.","['Cersei', 'Kevan']","['Cersei', 'Kevan']"
"“Aye,” her uncle said, “and from what I saw of Joffrey, you are as unfit a mother as you are a ruler.”

","['Aye', 'Joffrey']",['Joffrey']
Ser Kevan rose with a ponderous dignity.,['Kevan'],['Kevan']
“Randyll Tarly is the finest soldier in the realm.,['Randyll Tarly'],['Randyll']
"You strengthen yourself and weaken Highgarden, yet Mace will likely thank you for it.”","['Highgarden', 'Mace']",['Mace']
She wondered how much Mace Tyrell had given him.,['Mace Tyrell'],['Mace']
"“You would abandon Tommen.”

",['Tommen'],['Tommen']
“Tommen has his mother.”,['Tommen'],['Tommen']
"Ser Kevan’s green eyes met her own, unblinking.",['Kevan'],['Kevan']
"“Aye,” he added softly, after a pause, “and his father too, I think.”





JAIME

Ser Jaime Lannister, all in white, stood beside his father’s bier, five fingers curled about the hilt of a golden greatsword.

","['Jaime Lannister', 'five']",['Jaime']
Balon Swann and Loras Tyrell remained when the rest had gone.,"['Balon Swann', 'Loras Tyrell']",['Loras']
"“When did you last sleep, my lord?”

“When my lord father was alive,” said Jaime.

",['Jaime'],['Jaime']
"“Allow me to stand tonight in your stead,” Ser Loras offered.

","['tonight', 'Loras']",['Loras']
"Tyrion may have loosed the crossbow bolt that slew him, but I loosed Tyrion.",['Tyrion'],['Tyrion']
"Ser Loras looked as if he might have argued further, but Ser Balon took his arm and drew him off.","['Loras', 'Balon']",['Loras']
Jaime listened to the echoes of their footfalls die away.,['Jaime'],['Jaime']
as Tyrion’s.”,['Tyrion'],['Tyrion']
"Jaime stepped out behind him, kicked him in the back of the knee, knelt on his chest, and shoved the knife up under his soft white chin, forcing his head up.",['Jaime'],['Jaime']
"If Tyrion dies, you will not long outlive him, I promise you.”

",['Tyrion'],['Tyrion']
"Or is it that you believe him innocent?”

“Innocent or guilty,” Jaime had said, like the fool he was, “a Lannister pays his debts.”",['Jaime'],['Jaime']
"“Cersei is a lying whore, she’s been fucking Lancel and Osmund Kettleblack and probably Moon Boy for all I know.","['Lancel', 'Osmund Kettleblack', 'Moon Boy']",['Lancel']
Jaime wondered where Varys was hiding.,"['Jaime', 'Varys']","['Jaime', 'Varys']"
"It might be that the eunuch had taken ship with Tyrion, rather than remain to answer awkward questions.",['Tyrion'],['Tyrion']
"Jaime had led a dozen guards below, with torches and ropes and lanterns.","['Jaime', 'a dozen']",['Jaime']
"“Your Grace,” Jaime had pleaded, “let Darry stay to guard the king this once, or Ser Barristan.","['Jaime', 'Darry', 'Ser Barristan']",['Jaime']
“My royal sire fears your father more than he does our cousin Robert.,['Robert'],['Robert']
Jaime’s anger had risen up in his throat.,['Jaime'],['Jaime']
Rhaegar had put his hand on Jaime’s shoulder.,"['Rhaegar', 'Jaime']",['Jaime']
Jaime Lannister had never lacked for rage.,['Jaime Lannister'],['Jaime']
"They wore somber clothes and solemn faces, but Jaime suspected that many and more were secretly delighted to see the great man brought low.",['Jaime'],['Jaime']
"Of all the mourners, Grand Maester Pycelle had seemed the most distraught.",['Grand Maester Pycelle'],['Pycelle']
"“I have served six kings,” he told Jaime after the second service, whilst sniffing doubtfully about the corpse, “but here before us lies the greatest man I ever knew.","['six', 'Jaime', 'second']",['Jaime']
"Lord Tywin wore no crown, yet he was all a king should be.”

Without his beard, Pycelle looked not only old, but feeble.",['Pycelle'],['Pycelle']
"Shaving him was the cruelest thing Tyrion could have done, thought Jaime, who knew what it was to lose a part of yourself, the part that made you who you were.","['Tyrion', 'Jaime']","['Tyrion', 'Jaime']"
"Pycelle’s beard had been magnificent, white as snow and soft as lambswool, a luxuriant growth that covered cheeks and chin and flowed down almost to his belt.",['Pycelle'],['Pycelle']
"Though Pycelle was trying to regrow what he had lost, he was failing.",['Pycelle'],['Pycelle']
"Only wisps and tufts sprouted from his wrinkled cheeks and weak chin, so thin that Jaime could see the splotchy pink skin beneath.

",['Jaime'],['Jaime']
The vapors rising from the corpse were making Pycelle’s eyes water.,['Pycelle'],['Pycelle']
"Leaning heavily on his cane, Pycelle tottered slowly from the sept.",['Pycelle'],['Pycelle']
"That one is dying too, Jaime realized.",['Jaime'],['Jaime']
"Small wonder Cersei called him useless.

",['Cersei'],['Cersei']
"To be sure, his sweet sister seemed to think half the court was either useless or treasonous; Pycelle, the Kingsguard, the Tyrells, Jaime himself . . .","['half', 'Pycelle', 'Kingsguard', 'Tyrells', 'Jaime']","['Pycelle', 'Jaime']"
"Since he lacked a tongue, Payne had largely left the running of those dungeons to his underlings, but Cersei held him to blame for Tyrion’s escape all the same.","['Payne', 'Cersei', 'Tyrion']","['Cersei', 'Tyrion']"
"It was my work, not his, Jaime almost told her.",['Jaime'],['Jaime']
the man had cackled when Jaime went to question him.,['Jaime'],['Jaime']
"“Tell me of him,” Jaime had to say.",['Jaime'],['Jaime']
"Before your lordship’s little brother was sent down, we had Grand Maester Pycelle for a time, and before him Lord Stark the traitor.","['Grand Maester Pycelle', 'Stark']",['Pycelle']
"Six prisoners, Jaime thought sourly, while we pay wages for twenty turnkeys, six undergaolers, a chief undergaoler, a gaoler, and a King’s Justice.","['Six', 'Jaime', 'twenty turnkeys', 'six']",['Jaime']
"That was salt for his wound; Cersei had used his own men to do her bloody work, them and her precious Kettleblacks.

","['Cersei', 'Kettleblacks']",['Cersei']
"“You witless fools,” Jaime had snarled at Boros Blount and Osmund Kettleblack later, in a dungeon that stank of blood and death.","['Jaime', 'Boros Blount and Osmund Kettleblack']",['Jaime']
"Ser Boros was shorter than Jaime, but heavier.","['Boros', 'Jaime']",['Jaime']
"I told Varys no one was to be harmed in this escape, Jaime thought, but I should have told my brother and my sister.","['Varys', 'Jaime']","['Varys', 'Jaime']"
"No, Jaime could have told him.",['Jaime'],['Jaime']
she’s been fucking Lancel and Osmund Kettleblack and Moon Boy for all I know . . .,"['Lancel', 'Osmund Kettleblack', 'Moon Boy']",['Lancel']
"Jaime’s phantom fingers twitched as he said, “Get Osney and Osfryd down here and clean up this mess you’ve made.","['Jaime', 'Get Osney', 'Osfryd']",['Jaime']
"The smell reminded Jaime Lannister of the pass below the Golden Tooth, where he had won a glorious victory in the first days of the war.","['Jaime Lannister', 'the Golden Tooth', 'the first days']",['Jaime']
"There were crows circling the seven towers and great dome of Baelor’s Sept even now, Jaime suspected, their black wings beating against the night air as they searched for a way inside.","['seven', 'Baelor', 'Jaime']",['Jaime']
"That was so grotesque it made Jaime laugh aloud.

",['Jaime'],['Jaime']
"Unbidden, his thoughts went to Brienne of Tarth.","['Unbidden', 'Brienne']",['Brienne']
The Warrior had been Jaime’s god since he was old enough to hold a sword.,"['Warrior', 'Jaime']",['Jaime']
"Other men might be fathers, sons, husbands, but never Jaime Lannister, whose sword was as golden as his hair.",['Jaime Lannister'],['Jaime']
"The truth had worked so splendidly with Tyrion, after all.",['Tyrion'],['Tyrion']
"Oh, how Tyrion was sniggering. . . .",['Tyrion'],['Tyrion']
"fucking Lancel and Osmund Kettleblack . . .

","['Lancel', 'Osmund Kettleblack']",['Lancel']
None of the devout paid Jaime any mind.,['Jaime'],['Jaime']
"Jaime had laid his sword across the Warrior’s knees, piled his armor at his feet, and knelt upon the rough stone floor before the altar.",['Jaime'],['Jaime']
"“All knights must bleed, Jaime,” Ser Arthur Dayne had said, when he saw.","['Jaime', 'Arthur Dayne']",['Jaime']
"With dawn he tapped him on the shoulder; the pale blade was so sharp that even that light touch cut through Jaime’s tunic, so he bled anew.",['Jaime'],['Jaime']
Perhaps he should have let Ser Loras relieve him after all.,['Loras'],['Loras']
"“Jaime, Kevan has refused me.",['Kevan'],['Kevan']
"He will have read what Stannis wrote, but there is no . . .”

“Tyrion knew,” she reminded him.",['Stannis'],['Stannis']
I do not trust Mace Tyrell.,['Mace Tyrell'],['Mace']
He may have been conspiring with Tyrion.,['Tyrion'],['Tyrion']
“You were Robert’s queen.,['Robert'],['Robert']
"But our son—”

“Tommen is no son of mine, no more than Joffrey was.”","['Tommen', 'Joffrey']","['Tommen', 'Joffrey']"
"“You made them Robert’s too.”

",['Robert'],['Robert']
"Jaime could smell the fear on her, even through the rank stench of the corpse.",['Jaime'],['Jaime']
"Please, Jaime.",['Jaime'],['Jaime']
"Please.”

Jaime looked to make certain Lord Tywin was not rising from his bier in wrath, but his father lay still and cold, rotting.",['Jaime'],['Jaime']
Cersei wiped her tears away on a ragged brown sleeve.,['Cersei'],['Cersei']
Dawn caught Jaime almost unawares.,['Jaime'],['Jaime']
"All the rainbows vanished in that perfumed mist, yet the stench persisted, a sweet rotten smell that made Jaime want to gag.

",['Jaime'],['Jaime']
"Margaery’s ladies followed her example.

",['Margaery'],['Margaery']
"Cersei waited until the rest were in their places to make her entrance, with Tommen at her side.","['Cersei', 'Tommen']","['Cersei', 'Tommen']"
"she’s been fucking Lancel and Osmund Kettleblack and Moon Boy for all I know . . .”

","['Lancel', 'Osmund Kettleblack', 'Moon Boy']",['Lancel']
"Jaime had seen Kettleblack naked in the bathhouse, had seen the black hair on his chest, and the coarser thatch between his legs.",['Jaime'],['Jaime']
"Red-eyed and pale, Cersei climbed the steps to kneel above their father, drawing Tommen down beside her.","['Cersei', 'Tommen']","['Cersei', 'Tommen']"
"“Pray,” she whispered, and Tommen tried.",['Tommen'],['Tommen']
Cersei said.,['Cersei'],['Cersei']
"“Ser Osmund, relieve me,” Jaime said sharply, as Kettleblack turned to chase the crown.","['Ser Osmund', 'Jaime', 'Kettleblack']",['Jaime']
Jaime led the boy out to where the air was as fresh and clean as King’s Landing ever got.,['Jaime'],['Jaime']
"“A man can bear most anything, if he must,” Jaime told his son.",['Jaime'],['Jaime']
"“The world is full of horrors, Tommen.",['Tommen'],['Tommen']
Tommen considered that.,['Tommen'],['Tommen']
“Joffrey.”,['Joffrey'],['Joffrey']
“Your brother’s name was Joffrey.,['Joffrey'],['Joffrey']
"Did you see Lady Margaery bawling like a baby?”

Jaime got to his feet.","['Lady Margaery', 'Jaime']",['Jaime']
"“Cersei, keep your voice down,” Jaime warned.",['Jaime'],['Jaime']
Mace Tyrell bowed before them.,['Mace Tyrell'],['Mace']
"“His Grace is not unwell, I hope?”

“The king was overwhelmed by grief,” said Cersei.

","['Grace', 'The king', 'Cersei']",['Cersei']
"“There is much and more you can do for Tommen, my lord,” Jaime said.","['Tommen', 'Jaime']","['Tommen', 'Jaime']"
"“Perhaps you would do Her Grace the honor of supping with her, after the evening services?”

Cersei threw him a withering look, but for once she had the sense to bite her tongue.

","['evening', 'Cersei']",['Cersei']
"But when Tyrell had taken his leave and Tommen had been sent off with Ser Addam Marbrand, she turned on Jaime angrily.","['Tyrell', 'Tommen', 'Ser Addam Marbrand', 'Jaime']","['Tommen', 'Jaime']"
"“I will not name him Hand, if that’s what—”

“You need Tyrell,” Jaime broke in, “but not here.","['Tyrell', 'Jaime']",['Jaime']
Mace fancies himself a mighty warrior.,['Mace'],['Mace']
"Lord Tyrell has made it tediously plain that he will not leave King’s Landing till Tommen marries Margaery.”

Jaime sighed.","['Tyrell', 'King’s Landing', 'Jaime']",['Jaime']
“Then let them wed. It will be years before Tommen is old enough to consummate the marriage.,"['years', 'Tommen']",['Tommen']
"“There is that risk,” conceded Jaime.",['Jaime'],['Jaime']
Brienne took her place behind some turnips.,['Brienne'],['Brienne']
"It is for me to talk to them, Brienne told herself, but she had always found it hard to speak with strangers.",['Brienne'],['Brienne']
I must ask after Sansa.,['Sansa'],['Sansa']
"Does the poor girl have a name?”

Brienne’s head was empty.",['Brienne'],['Brienne']
Brienne mounted as well and took a glance behind her.,['Brienne'],['Brienne']
"The guards were waving through the wayns with scarce a look, but when Brienne reached the gate she gave them pause.",['Brienne'],['Brienne']
"Brienne walked her horse past mail shirts still caked with brown blood, dinted helms, notched longswords.",['Brienne'],['Brienne']
"There were pine and linden shields to be had for pennies, but Brienne rode past them.",['Brienne'],['Brienne']
"She meant to keep the heavy oaken shield Jaime had given her, the one he’d borne himself from Harrenhal to King’s Landing.","['Jaime', 'Harrenhal to King’s Landing']",['Jaime']
"In the crowded cobbled streets, it was easier to walk than ride, so Brienne put her mare up in a stable and continued on afoot, with her shield slung across her back and her bedroll tucked up beneath one arm.

",['Brienne'],['Brienne']
"When Brienne peered more closely, she saw creatures in the foliage: a sly red fox, two sparrows on a branch, and behind those leaves the shadow of a boar.

","['Brienne', 'two']",['Brienne']
"She had a cheerful manner, but when Brienne showed her the shield her face went dark.",['Brienne'],['Brienne']
"But so long as men believed her to be a murderess, Brienne dare not carry them.",['Brienne'],['Brienne']
"Brienne had not meant to overnight in Duskendale, but it might be for the best.","['Brienne', 'overnight', 'Duskendale']",['Brienne']
"The whitewash that covered them was cracked and peeling, but Brienne knew their meaning.",['Brienne'],['Brienne']
"Brienne asked as she climbed into the tub.

",['Brienne'],['Brienne']
"The bathhouse had been thick with the steam rising off the water, and Jaime had come walking through that mist naked as his name day, looking half a corpse and half a god.","['Jaime', 'half', 'half']",['Jaime']
"By the time the water had gone cold, Brienne was as clean as she was like to get.",['Brienne'],['Brienne']
"“I would speak with your lord,” Brienne told them.

",['Brienne'],['Brienne']
"“Best shout out loud, then.”

“Lord Rykker rode to Maidenpool with Randyll Tarly,” the other said.","['Rykker', 'Maidenpool', 'Randyll Tarly']",['Randyll']
"Brienne offered him her letter, but Leek could not read, so he sent her to the maester, a bald man with a freckled scalp and a stiff red mustache.

","['Brienne', 'Leek']",['Brienne']
“Did you think you were the first to come seeking after Dontos?,"['first', 'Dontos']",['Dontos']
"The gold cloaks were here within days of the king’s murder, with Lord Tywin’s warrant.",['Tywin'],['Tywin']
"And what do you have, pray?”

Brienne showed him the letter, with Tommen’s seal and childish signature.","['Brienne', 'Tommen']","['Brienne', 'Tommen']"
He climbed onto a stool and gestured Brienne to another.,['Brienne'],['Brienne']
“I never knew Ser Dontos.,['Dontos'],['Dontos']
Brienne remembered what came next.,['Brienne'],['Brienne']
"Aerys would have taken the boy’s head off nonetheless, but Ser Barristan asked that his life be spared.",['Barristan'],['Barristan']
"The king could not refuse the man who’d saved him, so Dontos was taken to King’s Landing as a squire.","['Dontos', 'King’s Landing']",['Dontos']
"If Dontos and this northern girl helped murder our sweet king, it seems to me that they would want to put as many leagues as they could betwixt themselves and justice.",['Dontos'],['Dontos']
"She would not find Sansa Stark in Duskendale, that seemed plain.","['Sansa Stark', 'Duskendale']",['Sansa']
"If Ser Dontos had taken her to Oldtown or across the narrow sea, as the maester seemed to think, Brienne’s quest was hopeless.","['Dontos', 'Oldtown', 'Brienne']","['Dontos', 'Brienne']"
"In King’s Landing, Brienne had found one of Sansa’s former maids doing washing in a brothel.","['King’s Landing', 'Brienne', 'one', 'Sansa']","['Brienne', 'Sansa']"
"But when Brienne asked about Sansa, she said, “I’ll tell you what I told Lord Tywin.",['Brienne'],['Brienne']
"The north was huge, though, and Brienne had no notion which of her father’s bannermen Sansa might have been most inclined to trust.","['Brienne', 'Sansa']","['Brienne', 'Sansa']"
"Though all of her siblings had been slain, Brienne knew that Sansa still had an uncle and a bastard","['Brienne', 'Sansa']","['Brienne', 'Sansa']"
"Another uncle, Edmure Tully, was a captive at the Twins, but his uncle Ser Brynden still held Riverrun.","['Edmure Tully', 'Twins', 'Brynden', 'Riverrun']","['Edmure', 'Brynden']"
Sansa might well have run to one of them.,"['Sansa', 'one']",['Sansa']
Somehow Brienne had taken a wrong turn.,['Brienne'],['Brienne']
"Brienne turned to retrace her steps, and walked headfirst into someone hurrying round the bend.",['Brienne'],['Brienne']
Brienne asked.,['Brienne'],['Brienne']
"Something about him roused all of Brienne’s suspicions, but she was not about to chase him through the streets of Duskendale.","['Brienne', 'Duskendale']",['Brienne']
"By the time Brienne found the Seven Swords again, the common room was crowded.","['Brienne', 'Seven']",['Brienne']
Not until he hopped off the bench did Brienne realize that the speaker was a dwarf.,['Brienne'],['Brienne']
Brienne could see the crown of his scalp where he had shaved it.,['Brienne'],['Brienne']
Brienne had asked.,['Brienne'],['Brienne']
Did Dontos Hollard wear motley?,['Dontos Hollard'],['Dontos']
No one had told Brienne that he did . . .,['Brienne'],['Brienne']
Had some misfortune overtaken him and Sansa after they fled King’s Landing?,"['Sansa', 'King’s Landing']",['Sansa']
"Sansa, Ser Dontos . . .",['Dontos'],['Dontos']
"True to her word, Brienne bought him his bowl of hot crab stew . . .",['Brienne'],['Brienne']
"If Tyrion Lannister were behind Sansa’s disappearance, and not Dontos Hollard, it stood to reason that they would need to flee across the narrow sea.

","['Tyrion Lannister', 'Sansa', 'Dontos Hollard']","['Tyrion', 'Sansa', 'Dontos']"
"Jaime tried to kill me, she remembered, though he was gaunt and weak, and his wrists were chained.","['Jaime', 'gaunt']",['Jaime']
"Zollo and Rorge and Shagwell would have raped her half a hundred times if Ser Jaime had not told them she was worth her weight in sapphires.

","['Zollo', 'Rorge', 'Shagwell', 'half a hundred']",['Rorge']
"Brienne did not oft drink wine, but once in a great while she found it helped to settle her belly.",['Brienne'],['Brienne']
"And Randyll Tarly was at Maidenpool as well, another reason for her to avoid the town.","['Randyll Tarly', 'Maidenpool']",['Randyll']
"Brienne tore a chunk of bread in half, listening to the talk at the other tables.","['Brienne', 'half']",['Brienne']
Brienne let the bread fall from her hands and wiped the crumbs off on her breeches.,['Brienne'],['Brienne']
That night she dreamed herself in Renly’s tent again.,['Renly'],['Renly']
"And when the shadow sword sliced through the green steel gorget and the blood began to flow, she saw that the dying king was not Renly after all but Jaime Lannister, and she had failed him.

",['Jaime Lannister'],['Jaime']
"Brienne paid the captain’s sister half again the sum they had agreed, and slung the shield across one shoulder when she left the inn, after buying some hardbread, cheese, and flour from the cook.","['Brienne', 'half', 'one']",['Brienne']
"Lord Randyll Tarly had commanded Joffrey’s army, made up of westermen and stormlanders and knights from the Reach.","['Randyll Tarly', 'Joffrey', 'Reach']","['Randyll', 'Joffrey']"
"Brienne stopped beside it and said a silent prayer for them, and for Catelyn Stark and her son Robb and all the men who’d died with them as well.

","['Brienne', 'Catelyn Stark', 'Robb']","['Brienne', 'Catelyn', 'Robb']"
Brienne had known that something was terribly amiss.,['Brienne'],['Brienne']
"Brienne had reached across the table to give her comfort, but she stopped before her fingers brushed the older woman’s, for fear that she would flinch away.",['Brienne'],['Brienne']
"Lady Catelyn had turned over her hands, to show Brienne the scars on her palms and fingers where a knife once bit deep into her flesh.","['Lady Catelyn', 'Brienne']",['Brienne']
"She had spoken of Arya too, her younger daughter, but Arya was lost, most likely dead by now.","['Arya', 'Arya']","['Arya', 'Arya']"
"I will find her, my lady, Brienne swore to Lady Catelyn’s restless shade.","['Brienne', 'Lady Catelyn’s']",['Brienne']
Brienne was not the only traveler on the road.,['Brienne'],['Brienne']
Brienne bought three crabs from the second boy.,"['Brienne', 'three', 'second']",['Brienne']
Brienne dismounted and led her mare off the road to take shelter amongst the ruins.,['Brienne'],['Brienne']
"Ser Dontos had been born here, like as not.

",['Dontos'],['Dontos']
"Brienne tied her mare to a wall sconce, took off her helm, and shook out her hair.",['Brienne'],['Brienne']
"The day they were betrothed, he warned Brienne that he would expect her to be a proper woman once they’d wed. “I will not have my lady wife cavorting about in man’s mail.",['Brienne'],['Brienne']
"They fought with blunted tourney weapons, so Brienne’s mace had no spikes.",['Brienne'],['Brienne']
"Brienne was as strong as most knights, and her old master-at-arms used to say that she was quicker than any woman her size had any right to be.",['Brienne'],['Brienne']
"Even Jaime Lannister had come at her that way, in the woods by Maidenpool.","['Jaime Lannister', 'Maidenpool']",['Jaime']
"He may be a seasoned knight, she thought, but he is no Jaime Lannister.",['Jaime Lannister'],['Jaime']
When Brienne saw the horse she drew back in confusion.,['Brienne'],['Brienne']
"Brienne watched him vanish through the falling rain, and suddenly it came to her that she had seen this same boy in Rosby.","['Brienne', 'Rosby']",['Brienne']
"He never looked back once, until Brienne trotted up behind him and gave the rounsey a whack across the rump with the flat of her longsword.

",['Brienne'],['Brienne']
He landed in the mud and came up with dirt and dead brown grass between his teeth to find Brienne standing over him.,['Brienne'],['Brienne']
"“Puh. Puh.”

“Please?” said Brienne.",['Brienne'],['Brienne']
Brienne lowered her sword.,['Brienne'],['Brienne']
"Do you belong to Varys, or the queen?”

“No. Not neither.",['Varys'],['Varys']
"Brienne put his age at ten, but she was terrible at judging how old a child was.",['Brienne'],['Brienne']
"Brienne sheathed her blade.

",['Brienne'],['Brienne']
Brienne had not even known he had one.,['Brienne'],['Brienne']
"An old man he was, with white hair and windburnt cheeks, but he sang of knights and quests and ladies fair, and Sansa had cried bitter tears when he left them, and begged her father not to let him go.",['Sansa'],['Sansa']
"Sansa had prayed to the Seven in their sept and old gods of the heart tree, asking them to bring the old man back, or better still to send another singer, young and handsome.","['Sansa', 'Seven']",['Sansa']
"No matter where she went in the castle, Sansa could not escape the music.",['Sansa'],['Sansa']
"Petyr Baelish, Lord of Harrenhal, Lord Paramount of the Trident, and Lord Protector of the Eyrie and the Vale of Arryn, looked up from the letter he was writing.","['Petyr Baelish', 'Paramount', 'Trident']",['Littlefinger']
Sansa had seen the ravens coming and going from the rookery.,['Sansa'],['Sansa']
Lord Robert cannot sleep.,['Robert'],['Robert']
"Sansa had met Lord Nestor Royce once before, after Petyr’s wedding to her aunt.","['Sansa', 'Nestor Royce', 'Petyr']",['Sansa']
"“We have come to an agreement, Marillion and I. Mord can be most persuasive.","['Marillion', 'I. Mord']",['Marillion']
"The solar was warm, the fire crackling merrily, but Sansa shivered all the same.",['Sansa'],['Sansa']
"I am Sansa Stark, Lord Eddard’s daughter and Lady Catelyn’s, the blood of Winterfell.","['Sansa Stark', 'Lady Catelyn’s', 'Winterfell']",['Sansa']
"If not for Petyr Baelish it would have been Sansa who went spinning through a cold blue sky to stony death six hundred feet below, instead of Lysa Arryn.","['Petyr Baelish', 'Sansa', 'six hundred feet', 'Lysa Arryn']","['Littlefinger', 'Sansa', 'Lysa']"
Sansa wished she had his courage.,['Sansa'],['Sansa']
"“He will want to hear your account of Lysa’s death.”

",['Lysa'],['Lysa']
"if Marillion tells what truly . . .”

",['Marillion'],['Marillion']
"Sansa did not know what to say to that.

",['Sansa'],['Sansa']
"“All you need do is tell Lord Nestor the same tale that you told Lord Robert,” Petyr went on.

","['Nestor', 'Robert']",['Robert']
"Robert is only a sick little boy, she thought, Lord Nestor is a man grown, stern and suspicious.","['Robert', 'Nestor']",['Robert']
"Robert was not strong and had to be protected, even from the truth.",['Robert'],['Robert']
"“When we lied to Lord Robert, that was just to spare him,” she said.

",['Robert'],['Robert']
Else you and I must leave the Eyrie by the same door Lysa used.”,['Lysa'],['Lysa']
"He is serving me lies as well, Sansa realized.",['Sansa'],['Sansa']
The things her aunt had said just before she fell still troubled Sansa greatly.,['Sansa'],['Sansa']
But she was Sansa too . . .,['Sansa'],['Sansa']
"but he was also Littlefinger, the lord she’d known at King’s Landing, smiling slyly and stroking his beard as he whispered in Queen Cersei’s ear.","['Littlefinger', 'King’s Landing', 'Queen Cersei’s']",['Littlefinger']
And Littlefinger was no friend of hers.,['Littlefinger'],['Littlefinger']
"When the Lannisters wed her to Tyrion against her will, Ser Garlan the Gallant gave her comfort, not Littlefinger.","['Tyrion', 'Gallant']",['Tyrion']
"I thought it was Ser Dontos, my poor old drunken Florian, but it was Petyr all the while.","['Dontos', 'Florian']",['Dontos']
Littlefinger was only a mask he had to wear.,['Littlefinger'],['Littlefinger']
Only sometimes Sansa found it hard to tell where the man ended and the mask began.,['Sansa'],['Sansa']
"Winterfell was burned and desolate, Bran and Rickon dead and cold.","['Winterfell', 'Rickon']",['Rickon']
"Tyrion had been put to death for killing Joffrey, and if she ever returned to King’s Landing the queen would have her head as well.","['Joffrey', 'King’s Landing']",['Joffrey']
"Her uncle Edmure was a captive of the Freys, while her great-uncle the Blackfish was under siege at Riverrun.","['Edmure', 'Blackfish', 'Riverrun']",['Edmure']
"I have no place but here, Sansa thought miserably, and no true friend but Petyr.

",['Sansa'],['Sansa']
"Then he stopped for a while, but just as Sansa began to drift off he started to play again.",['Sansa'],['Sansa']
"If she had not lied to Joffrey, his Kingsguard would have beat her bloody.

","['Joffrey', 'Kingsguard']",['Joffrey']
"After “Alysanne” the singer stopped again, long enough for Sansa to snatch an hour’s rest.","['Alysanne', 'Sansa']",['Sansa']
"The mother sings her grief for her dead son, Sansa thought, but Marillion grieves for his fingers, for his eyes.","['Sansa', 'Marillion']","['Sansa', 'Marillion']"
"Sansa covered her ears with a goose down pillow to shut out the rest of it, but it was no good.",['Sansa'],['Sansa']
"Sansa curtsied, too frightened to speak for fear she might misspeak.",['Sansa'],['Sansa']
Gretchel and Maddy were helping Robert Arryn squirm into his breeches when Sansa stepped into his bedchamber.,"['Maddy', 'Robert Arryn', 'Sansa']",['Sansa']
"Lord Nestor must not see him like this, Sansa thought, despairing.",['Sansa'],['Sansa']
"If you scrubbed Robert too briskly, he might begin to shake.",['Robert'],['Robert']
"He was eight, but Sansa had known bigger five-year-olds.

","['eight', 'Sansa', 'five-year-olds']",['Sansa']
Robert’s lip quivered.,['Robert'],['Robert']
The one he liked best was Sansa’s . . .,['Sansa'],['Sansa']
"Sansa wiped beneath his nose.

",['Sansa'],['Sansa']
"A story of the Winged Knight.”

“After,” Sansa said.","['the Winged Knight', 'Sansa']",['Sansa']
Robert was afraid of men with moles.,['Robert'],['Robert']
The only woman Petyr ever loved was Sansa’s murdered mother.,['Sansa'],['Sansa']
"Robert did not need to know that, though.",['Robert'],['Robert']
"“There,” Sansa said, “you look a proper lord now.",['Sansa'],['Sansa']
"Robert came meekly for once.

",['Robert'],['Robert']
"Their footsteps echoed off the marble, and Sansa could hear the wind rattling at the Moon Door.","['Sansa', 'the Moon Door']",['Sansa']
"I must not look at it, she told herself, else I’ll start to shake as badly as Robert.

",['Robert'],['Robert']
"With Maddy’s help, she got Robert seated on his weirwood throne with a stack of pillows underneath him and sent word that his lordship would receive his guests.",['Robert'],['Robert']
"When the High Steward asked about his lady mother, Robert’s hands began to tremble ever so slightly.",['Robert'],['Robert']
"“Did your lordship see this happen?” asked Ser Marwyn Belmore, a lanky ginger-headed knight who had been Lysa’s captain of guards till Petyr had put Ser Lothor Brune in his place.

","['Ser Marwyn Belmore', 'Lysa', 'Ser Lothor Brune']",['Lysa']
"but she wanted to kill me, Sansa thought.",['Sansa'],['Sansa']
"“Forgive her, my lords,” Petyr Baelish said softly.",['Petyr Baelish'],['Littlefinger']
"Before she was half-done Robert began to cry, the pillows shifting perilously beneath him.","['half', 'Robert']",['Robert']
"Helpless as the rest, Sansa could only stand and watch as the shaking spell ran its course.",['Sansa'],['Sansa']
One of Robert’s legs kicked Ser Lothor in the face.,"['One', 'Robert', 'Ser Lothor']",['Robert']
