sentence,entities,character_entities
"No offense intended, Tyrion.”

",['Tyrion'],['Tyrion']
"“Sometimes I fear Ser Alliser saw you true, Tyrion.",['Alliser'],['Alliser']
"As Rykker filled it for him, Bowen Marsh said, “You have a great thirst for a small man.”

","['Rykker', 'Bowen Marsh']",['Bowen']
"“Oh, I think that Lord Tyrion is quite a large man,” Maester Aemon said from the far end of the table.",['Maester Aemon'],['Aemon']
"“Nonetheless,” Maester Aemon said as his clouded, milk-white eyes moved to Tyrion’s face, “I think it is true.”

","['Maester Aemon', 'Tyrion']","['Aemon', 'Tyrion']"
"For once, Tyrion Lannister found himself at a loss for words.",['Tyrion Lannister'],['Tyrion']
"He could only bow his head politely and say, “You are too kind, Maester Aemon.”

",['Maester Aemon'],['Aemon']
"This time Tyrion himself led the laughter.

",['Tyrion'],['Tyrion']
"Much later, when the serious business of eating was done and the others had left, Mormont offered Tyrion a chair beside the fire and a cup of mulled spirits so strong they brought tears to his eyes.","['Mormont', 'Tyrion']",['Tyrion']
"“I have Jyck and Morrec,” Tyrion said, “and Yoren is riding south again.”

","['Jyck', 'Morrec', 'Tyrion', 'Yoren']","['Tyrion', 'Yoren']"
“Yoren is only one man.,"['Yoren', 'one']",['Yoren']
"“If you insist, my lord,” Tyrion said.",['Tyrion'],['Tyrion']
"“Besides, Jon Snow is only a boy.",['Jon Snow'],['Jon']
"The strong drink was making Tyrion light-headed, but not so drunk that he did not realize that the Old Bear wanted something from him.",['Tyrion'],['Tyrion']
"“Three and a third,” Tyrion said with a yawn.

","['Three', 'Tyrion']",['Tyrion']
"“I sent Benjen Stark to search after Yohn Royce’s son, lost on his first ranging.","['Benjen Stark', 'Yohn Royce’s', 'first']",['Benjen']
Alliser Thorne?,['Alliser Thorne'],['Alliser']
Bowen Marsh?,['Bowen Marsh'],['Bowen']
I would have to be as blind as Maester Aemon not to see what they are.,['Maester Aemon'],['Aemon']
"He was in deadly earnest, Tyrion realized.",['Tyrion'],['Tyrion']
"“I promise, the king will hear of your need,” Tyrion said gravely, “and I will speak to my father and my brother Jaime as well.”","['Tyrion', 'Jaime']","['Tyrion', 'Jaime']"
Tyrion Lannister was as good as his word.,['Tyrion Lannister'],['Tyrion']
"He left the rest unsaid; that King Robert would ignore him, Lord Tywin would ask if he had taken leave of his senses, and Jaime would only laugh.

","['King Robert', 'Jaime']",['Jaime']
"“You are a young man, Tyrion,” Mormont said.","['Tyrion', 'Mormont']",['Tyrion']
"He had been born in the dead of winter, a terrible cruel one that the maesters said had lasted near three years, but Tyrion’s earliest memories were of spring.

","['winter', 'three years', 'Tyrion', 'spring']",['Tyrion']
"This summer has lasted nine years, Tyrion, and a tenth will soon be upon us.","['This summer', 'nine years', 'Tyrion']",['Tyrion']
"There can be no mistake, Aemon has had letters from the Citadel, findings in accord with his own.",['Aemon'],['Aemon']
Mormont reached out and clutched Tyrion tightly by the hand.,['Tyrion'],['Tyrion']
This time Tyrion could not hold his tongue.,['Tyrion'],['Tyrion']
Yoren is determined to ride at first light.”,"['Yoren', 'first']",['Yoren']
"Mormont smiled and gave the bird some corn from his pocket, and that was how Tyrion left him.

",['Tyrion'],['Tyrion']
"Bundled thickly in his furs, Tyrion Lannister pulled on his gloves and nodded to the poor frozen wretches standing sentry outside the Commander’s Keep.",['Tyrion Lannister'],['Tyrion']
"The King’s Tower was before him, with its promise of warmth and a soft bed, yet Tyrion found himself walking past it, toward the vast pale palisade of the Wall.

","['The King’s Tower', 'Tyrion']",['Tyrion']
"The black brothers assured him that it was much stronger than it looked, but Tyrion’s legs were cramping too badly for him to even contemplate the ascent.",['Tyrion'],['Tyrion']
Long enough for Tyrion to begin to wonder why he was doing this.,['Tyrion'],['Tyrion']
"The ground fell away beneath him, the cage swung, and Tyrion wrapped his hands around the iron bars.",['Tyrion'],['Tyrion']
"A small wooden shack stood under the great crane, and Tyrion saw the dull glow of a brazier and felt a brief gust of warmth when the winch men opened the door and went back inside.",['Tyrion'],['Tyrion']
"The top of the Wall was wider than the kingsroad often was, so Tyrion had no fear of falling, although the footing was slicker than he would have liked.",['Tyrion'],['Tyrion']
"Still, it was nothing that Tyrion could not manage.",['Tyrion'],['Tyrion']
"His bare cheeks were ruddy with the cold, and his legs complained more loudly with every step, but Tyrion ignored them.",['Tyrion'],['Tyrion']
Tyrion stopped.,['Tyrion'],['Tyrion']
"“If I halt too long I’ll freeze in place, Jon,” he said as a shaggy pale shape slid toward him silently and sniffed at his furs.",['Jon'],['Jon']
"“Hello, Ghost.”

Jon Snow moved closer.",['Jon Snow'],['Jon']
"If I touch Ghost, will he chew my hand off?”

“Not with me here,” Jon promised.

",['Jon'],['Jon']
"Another year, and Tyrion had the gloomy feeling he’d be looking up at him.","['Another year', 'Tyrion']",['Tyrion']
"“Besides freezing your manhood off …”

“I have drawn night guard,” Jon said.",['Jon'],['Jon']
Ser Alliser has kindly arranged for the watch commander to take a special interest in me.,['Alliser'],['Alliser']
Tyrion grinned.,['Tyrion'],['Tyrion']
"“And has Ghost learned to juggle yet?”

“No,” said Jon, smiling, “but Grenn held his own against Halder this morning, and Pyp is no longer dropping his sword quite so often as he did.”

“Pyp?”

“Pypar is his real name.","['Jon', 'Grenn', 'Halder', 'this morning', 'Pyp']","['Jon', 'Grenn']"
He saw me working with Grenn and asked for help.,['Grenn'],['Grenn']
"Will you walk with me?”

“If you walk slowly,” Tyrion said.

",['Tyrion'],['Tyrion']
"They walked, with Ghost pacing along beside Jon like a white shadow.","['Ghost', 'Jon']",['Jon']
"“Your brother is bigger than me,” Tyrion said with a laugh.",['Tyrion'],['Tyrion']
"“I decline to deliver any message that might get me killed.”

“Rickon will ask when I’m coming home.",['Rickon'],['Rickon']
"People seemed to be asking a great deal of him today, Tyrion Lannister thought.","['today', 'Tyrion Lannister']",['Tyrion']
"“You could put all this in a letter, you know.”

“Rickon can’t read yet.",['Rickon'],['Rickon']
"Help him, Tyrion.”

",['Tyrion'],['Tyrion']
"“You gave me help when I needed it,” Jon Snow said.

",['Jon Snow'],['Jon']
Tyrion found himself oddly touched.,['Tyrion'],['Tyrion']
"When he had donned his glove again, Jon Snow turned abruptly and walked to the low, icy northern parapet.",['Jon Snow'],['Jon']
"From up here Tyrion could see it, the dark trees looming beyond the stretch of open ground, like a second wall built parallel to the first, a wall of night.","['Tyrion', 'second', 'first']",['Tyrion']
"As he stood there and looked at all that darkness with no fires burning anywhere, with the wind blowing and the cold like a spear in his guts, Tyrion Lannister felt as though he could almost believe the talk of the Others, the enemy in the night.",['Tyrion Lannister'],['Tyrion']
"“My uncle is out there,” Jon Snow said softly, leaning on his spear as he stared off into the darkness.",['Jon Snow'],['Jon']
"”

“Give him time,” Tyrion said.

",['Tyrion'],['Tyrion']
"“If he doesn’t come back,” Jon Snow promised, “Ghost and I will go find him.”",['Jon Snow'],['Jon']
"“My lord,” Jory said when Father entered.",['Jory'],['Jory']
"“Be seated,” Eddard Stark said.",['Eddard Stark'],['Ned']
"“The talk in the yard is we shall have a tourney, my lord,” Jory said as he resumed his seat.",['Jory'],['Jory']
Arya could see that her father was not very happy about that.,['Arya'],['Arya']
"“Do they also say this is the last thing in the world I would have wished?”

Sansa’s eyes had grown wide as the plates.",['Sansa'],['Sansa']
"She was seated between Septa Mordane and Jeyne Poole, as far from Arya as she could get without drawing a reproach from Father.","['Septa Mordane', 'Jeyne Poole', 'Arya']","['Mordane', 'Arya']"
"“Will we be permitted to go, Father?”

“You know my feelings, Sansa.",['Sansa'],['Sansa']
It seems I must arrange Robert’s games and pretend to be honored for his sake.,['Robert'],['Robert']
"“Oh, please,” Sansa said.",['Sansa'],['Sansa']
Septa Mordane spoke up.,['Septa Mordane'],['Mordane']
"Very well, I shall arrange a place for you, Sansa.”",['Sansa'],['Sansa']
He saw Arya.,['Arya'],['Arya']
"“For both of you.”

“I don’t care about their stupid tourney,” Arya said.",['Arya'],['Arya']
"After he was gone, Sansa exchanged excited whispers with Jeyne Poole.","['Sansa', 'Jeyne Poole']",['Sansa']
"Down the table Jory laughed at a joke, and Hullen started in about horseflesh.","['Jory', 'Hullen']",['Jory']
No one talked to Arya.,['Arya'],['Arya']
"The rest of the time, they ate in his solar, just him and her and Sansa.",['Sansa'],['Sansa']
That was when Arya missed her brothers most.,['Arya'],['Arya']
She wanted to tease Bran and play with baby Rickon and have Robb smile at her.,"['Bran', 'Rickon']","['Bran', 'Rickon']"
She wanted Jon to muss up her hair and call her “little sister” and finish her sentences with her.,['Jon'],['Jon']
"She had no one left but Sansa, and Sansa wouldn’t even talk to her unless Father made her.

","['Sansa', 'Sansa']","['Sansa', 'Sansa']"
"Another day it might be Hullen with his endless horse talk, or Septon Chayle from the library, or Jory, or Ser Rodrik, or even Old Nan with her stories.

","['Another day', 'Septon Chayle', 'Jory', 'Ser Rodrik']",['Jory']
Arya had loved nothing better than to sit at her father’s table and listen to them talk.,['Arya'],['Arya']
Arya hated it.,['Arya'],['Arya']
"They’d let the queen kill Lady, that was horrible enough, but then the Hound found Mycah.","['Lady', 'Hound']",['Lady']
"Jeyne Poole had told Arya that he’d cut him up in so many pieces that they’d given him back to the butcher in a bag, and at first the poor man had thought it was a pig they’d slaughtered.","['Jeyne Poole', 'Arya']",['Arya']
"And no one had raised a voice or drawn a blade or anything, not Harwin who always talked so bold, or Alyn who was going to be a knight, or Jory who was captain of the guard.","['Harwin', 'Alyn', 'Jory']",['Jory']
Arya looked at them and felt ill.,['Arya'],['Arya']
"Septa Mordane asked.

",['Septa Mordane'],['Mordane']
Arya found it an effort to remember her courtesies.,['Arya'],['Arya']
"Before anyone could stop her, Arya bolted for the door as the men laughed and Septa Mordane called loudly after her, her voice rising higher and higher.

","['Arya', 'Septa Mordane']","['Arya', 'Mordane']"
He blinked when he saw Arya rushing toward him and heard the septa’s shouts.,['Arya'],['Arya']
"“Here now, little one, hold on,” he started to say, reaching, but Arya slid between his legs and then she was running up the winding tower steps, her feet hammering on the stone while Fat Tom huffed and puffed behind her.

","['Arya', 'Fat Tom']",['Arya']
"Her bedchamber was the only place that Arya liked in all of King’s Landing, and the thing she liked best about it was the door, a massive slab of dark oak with black iron bands.","['Arya', 'King’s Landing']",['Arya']
"When she slammed that door and dropped the heavy crossbar, nobody could get into her room, not Septa Mordane or Fat Tom or Sansa or Jory or the Hound, nobody!","['Septa Mordane', 'Fat Tom or', 'Jory', 'Hound']","['Mordane', 'Jory']"
"When the bar was down, Arya finally felt safe enough to cry.

",['Arya'],['Arya']
"Sansa said so, and Jeyne too.

","['Sansa', 'Jeyne']",['Sansa']
"“Arya Stark, you open this door at once, do you hear me?”

Arya spun around, with Needle in her hand.","['Arya', 'Needle']",['Arya']
"Septa Mordane raged.

",['Septa Mordane'],['Mordane']
"“I don’t care,” Arya screamed.",['Arya'],['Arya']
"If only she could climb like Bran, she thought; she would go out the window and down the tower, run away from this horrible place, away from Sansa and Septa Mordane and Prince Joffrey, from all of them.","['Bran', 'Sansa', 'Septa Mordane', 'Prince Joffrey']","['Bran', 'Sansa', 'Mordane']"
"She could find Nymeria in the wild woods below the Trident, and together they’d return to Winterfell, or run to Jon on the Wall.","['Nymeria', 'Trident', 'Winterfell', 'Jon']","['Nymeria', 'Jon']"
She found herself wishing that Jon was here with her now.,['Jon'],['Jon']
A soft knock at the door behind her turned Arya away from the window and her dreams of escape.,['Arya'],['Arya']
Arya crossed the room and lifted the crossbar.,['Arya'],['Arya']
That made Arya feel even worse.,['Arya'],['Arya']
"Arya had almost forgotten Needle, in her hand.

",['Arya'],['Arya']
Arya could not lie to him.,['Arya'],['Arya']
Lord Eddard Stark sighed.,['Eddard Stark'],['Ned']
"How is it that you come to own a sword, Arya?",['Arya'],['Arya']
"Where did you get this?”

Arya chewed her lip and said nothing.",['Arya'],['Arya']
"She would not betray Jon, not even to their father.

",['Jon'],['Jon']
"What would Septa Mordane say if she knew you were playing with swords?”

“I wasn’t playing,” Arya insisted.",['Septa Mordane'],['Mordane']
"“I hate Septa Mordane.”

",['Septa Mordane'],['Mordane']
"“I ought to snap this toy across my knee here and now, and put an end to this nonsense.”

“Needle wouldn’t break,” Arya said defiantly, but her voice betrayed her words.

",['Arya'],['Arya']
"“Ah, Arya.",['Arya'],['Arya']
"Lyanna had a touch of it, and my brother Brandon more than a touch.","['Lyanna', 'Brandon']",['Lyanna']
"“Lyanna might have carried a sword, if my lord father had allowed it.",['Lyanna'],['Lyanna']
"You even look like her.”

“Lyanna was beautiful,” Arya said, startled.","['Lyanna', 'Arya']","['Lyanna', 'Arya']"
"It was not a thing that was ever said of Arya.

",['Arya'],['Arya']
"“She was,” Eddard Stark agreed, “beautiful, and willful, and dead before her time.”",['Eddard Stark'],['Ned']
Septa Mordane?,['Septa Mordane'],['Mordane']
"Do you know the first thing about sword fighting?”

All she could think of was the lesson Jon had given her.","['first', 'Jon']",['Jon']
"“That is the essence of it, I suppose.”

Arya desperately wanted to explain, to make him see.",['Arya'],['Arya']
"Joffrey lied, it wasn’t the way he said.",['Joffrey'],['Joffrey']
I hate Sansa too.,['Sansa'],['Sansa']
"She did remember, she just lied so Joffrey would like her.”

",['Joffrey'],['Joffrey']
"“Or did you truly think I’d believe that Nymeria ran off?”

Arya blushed guiltily.","['Nymeria', 'Arya']","['Nymeria', 'Arya']"
"“Jory promised not to tell.”

“Jory kept his word,” her father said with a smile.",['Jory'],['Jory']
"There were other wolves for her to play with, we heard them howling, and Jory said the woods were full of game, so she’d have deer to hunt.",['Jory'],['Jory']
He’d put Needle aside when he went to Arya to embrace her.,['Arya'],['Arya']
"Remember the sigil of our House, Arya.”

","['House', 'Arya']",['Arya']
"“The direwolf,” she said, thinking of Nymeria.",['Nymeria'],['Nymeria']
"So if you must hate, Arya, hate those who would truly do us harm.",['Arya'],['Arya']
"Septa Mordane is a good woman, and Sansa … Sansa is your sister.","['Septa Mordane', 'Sansa']","['Mordane', 'Sansa']"
He sounded so tired that it made Arya sad.,['Arya'],['Arya']
"“I don’t hate Sansa,” she told him.",['Sansa'],['Sansa']
"The next morning, as they broke their fast, she apologized to Septa Mordane and asked for her pardon.",['Septa Mordane'],['Mordane']
"Three days later, at midday, her father’s steward Vayon Poole sent Arya to the Small Hall.","['Three days later', 'midday', 'Vayon Poole', 'Arya', 'the Small Hall']",['Arya']
"Arya asked.

",['Arya'],['Arya']
"“It’s too heavy,” Arya said.

",['Arya'],['Arya']
Arya took her right hand off the grip and wiped her sweaty palm on her pants.,['Arya'],['Arya']
"Arya said.

",['Arya'],['Arya']
"No. Nine years Syrio Forel was first sword to the Sealord of Braavos, he knows these things.","['Nine years', 'Syrio Forel', 'first', 'the Sealord of Braavos']",['Syrio']
"“Boy, girl,” Syrio Forel said.",['Syrio Forel'],['Syrio']
"You are not holding a battle-axe, you are holding a—”

“—needle,” Arya finished for him, fiercely.

",['Arya'],['Arya']
Arya tried to strike him.,['Arya'],['Arya']
"She tried for four hours, until every muscle in her body was sore and aching, while Syrio Forel clicked his teeth together and told her what to do.

","['four hours', 'Syrio Forel']",['Syrio']
"DAENERYS


“The Dothraki sea,” Ser Jorah Mormont said as he reined to a halt beside her on the top of the ridge.","['Dothraki', 'Jorah Mormont']",['Jorah']
"“Here and now,” Ser Jorah agreed.",['Jorah'],['Jorah']
"“As you will, Khaleesi,” Ser Jorah said respectfully.

","['Khaleesi', 'Jorah']",['Jorah']
"Her handmaid Irri and the young archers of her khas were fluid as centaurs, but Viserys still struggled with the short stirrups and the flat saddle.","['Irri', 'Viserys']","['Irri', 'Viserys']"
"Magister Illyrio had urged him to wait in Pentos, had offered him the hospitality of his manse, but Viserys would have none of it.","['Magister Illyrio', 'Pentos', 'Viserys']",['Viserys']
"She would not let Viserys spoil it.

",['Viserys'],['Viserys']
"“Wait here,” Dany told Ser Jorah.",['Jorah'],['Jorah']
Ser Jorah was not a handsome man.,['Jorah'],['Jorah']
"All her life Viserys had told her she was a princess, but not until she rode her silver had Daenerys Targaryen ever felt like one.

","['Viserys', 'Daenerys Targaryen']","['Viserys', 'Daenerys']"
"Khal Drogo ignored her when they rode, even as he had ignored her during their wedding, and spent his evenings drinking with his warriors and bloodriders, racing his prize horses, watching women dance and men die.",['Khal Drogo'],['Khal']
"She was left to sup alone, or with Ser Jorah and her brother, and afterward to cry herself to sleep.",['Jorah'],['Jorah']
"The khal had commanded the handmaid Irri to teach Dany to ride in the Dothraki fashion, but it was the filly who was her real teacher.","['Irri', 'Dany', 'Dothraki']",['Irri']
"Khal Drogo came to her only after the sun went down, but her handmaids fed her and bathed her and slept by the door of her tent, Drogo’s bloodriders and the men of her khas were never far, and her brother was an unwelcome shadow, day and night.","['Khal Drogo', 'Drogo']",['Khal']
The coil took Viserys around the throat and yanked him backward.,['Viserys'],['Viserys']
"Dany did not understand his words, but by then Irri was there, and Ser Jorah, and the rest of her khas.","['Irri', 'Ser Jorah']",['Irri']
"“Jhogo asks if you would have him dead, Khaleesi,” Irri said.

","['Jhogo', 'Khaleesi', 'Irri']",['Irri']
"Irri told her, “Quaro thinks you should take an ear to teach him respect.”

","['Irri', 'Quaro']",['Irri']
Irri repeated her words in Dothraki.,"['Irri', 'Dothraki']",['Irri']
"Jhogo gave a pull on the whip, yanking Viserys around like a puppet on a string.","['Jhogo', 'Viserys']",['Viserys']
"“I warned him what would happen, my lady,” Ser Jorah Mormont said.",['Jorah Mormont'],['Jorah']
"“I know you did,” Dany replied, watching Viserys.",['Viserys'],['Viserys']
"“Take his horse,” Dany commanded Ser Jorah.",['Jorah'],['Jorah']
"she asked Ser Jorah as they rode.

",['Jorah'],['Jorah']
"He may be too shamed to come back.”

Jorah laughed.",['Jorah'],['Jorah']
"“Ser Jorah, do you think … he’ll be so angry when he gets back …”",['Jorah'],['Jorah']
"“I woke the dragon, didn’t I?”

Ser Jorah snorted.",['Jorah'],['Jorah']
"“You … you swore him your sword …”

“That I did, girl,” Ser Jorah said.",['Jorah'],['Jorah']
"He is …”

Jorah pulled up his horse and looked at her.",['Jorah'],['Jorah']
"Would you want to see Viserys sit a throne?”

Dany thought about that.",['Viserys'],['Viserys']
"Magister Illyrio says they are sewing dragon banners and praying for Viserys to return from across the narrow sea to free them.”

","['Magister Illyrio', 'Viserys']",['Viserys']
"“The common people pray for rain, healthy children, and a summer that never ends,” Ser Jorah told her.",['Jorah'],['Jorah']
It went against everything that Viserys had ever told her to think that the people could care so little whether a true king or a usurper reigned over them.,['Viserys'],['Viserys']
"Yet the more she thought on Jorah’s words, the more they rang of truth.

",['Jorah'],['Jorah']
"“What do you pray for, Ser Jorah?”",['Jorah'],['Jorah']
Ser Jorah laughed.,['Jorah'],['Jorah']
"Only she had never let herself say the words, even in a whisper, but now she said them for Jorah Mormont and all the world to hear.

",['Jorah Mormont'],['Jorah']
Ser Jorah gave her a measuring look.,['Jorah'],['Jorah']
"Faster and faster she raced, leaving Jorah and Irri and the others far behind, the warm wind in her hair and the setting sun red on her face.","['Faster', 'Jorah', 'Irri']","['Jorah', 'Irri']"
"Doreah built a fire outside the tent, while Irri and Jhiqui fetched the big copper tub—another bride gift—from the packhorses and carried water from the pool.","['Irri', 'Jhiqui']",['Irri']
"When the bath was steaming, Irri helped her into it and climbed in after her.

",['Irri'],['Irri']
she asked as Irri scrubbed her back and Jhiqui sluiced sand from her hair.,"['Irri', 'Jhiqui']",['Irri']
"“Dragons are gone, Khaleesi,” Irri said.

","['Khaleesi', 'Irri']",['Irri']
"Viserys had told her that the last Targaryen dragons had died no more than a century and a half ago, during the reign of Aegon III, who was called the Dragonbane.","['Viserys', 'Targaryen', 'no more than a century and a half ago', 'Aegon III']",['Viserys']
"“No dragon,” Irri said.",['Irri'],['Irri']
"“A trader from Qarth once told me that dragons came from the moon,” blond Doreah said as she warmed a towel over the fire.","['Qarth', 'Doreah']",['Doreah']
"Jhiqui and Irri were of an age with Dany, Dothraki girls taken as slaves when Drogo destroyed their father’s khalasar.","['Jhiqui', 'Irri', 'Dany', 'Dothraki', 'Drogo']",['Irri']
"“You are foolish strawhead slave,” Irri said.",['Irri'],['Irri']
Afterward Irri sprinkled her with spiceflower and cinnamon.,['Irri'],['Irri']
"That night, when Khal Drogo came, Dany was waiting for him.","['Khal Drogo', 'Dany']",['Khal']
"Khal Drogo followed her out into the moonlight, the bells in his hair tinkling softly.",['Khal Drogo'],['Khal']
"Dany felt the eyes on her as she undressed him, heard the soft voices as she did the things that Doreah had told her to do.",['Doreah'],['Doreah']
"She rode him as fiercely as ever she had ridden her silver, and when the moment of his pleasure came, Khal Drogo called out her name.

",['Khal Drogo'],['Khal']
"In the yard below, Rickon ran with the wolves.

",['Rickon'],['Rickon']
"Wherever the boy went, Grey Wind was there first, loping ahead to cut him off, until Rickon saw him, screamed in delight, and went pelting off in another direction.","['Grey Wind', 'first', 'Rickon']",['Rickon']
"He could hear his brother’s breathless laughter as Rickon dashed across the hard-packed earth on little baby legs.

",['Rickon'],['Rickon']
"He had been an older brother of Lord Rickard, Bran’s grandfather, or perhaps a younger brother, or a brother to Lord Rickard’s father.",['Rickard'],['Rickard']
"All that was left of her own blood was Hodor, the simpleminded giant who worked in the stables, but Old Nan just lived on and on, doing her needlework and telling her stories.

","['Hodor', 'Old Nan']",['Hodor']
"They had all left him, his father and his mother and his sisters and even his bastard brother Jon.",['Jon'],['Jon']
"Maester Luwin had sent a bird after Lord Eddard with a message, and another to Mother and a third to Jon on the Wall, but there had been no answers.","['Maester Luwin', 'Jon']","['Luwin', 'Jon']"
"Yet to Bran it felt as if they had all died while he had slept … or perhaps Bran had died, and they had forgotten him.",['Bran'],['Bran']
"Only Robb and baby Rickon were still here, and Robb was changed.","['Rickon', 'Robb']","['Rickon', 'Robb']"
"His days were spent drilling the guard and practicing his swordplay, making the yard ring with the sound of steel as Bran watched forlornly from his window.","['days', 'Bran']",['Bran']
"At night he closeted himself with Maester Luwin, talking or going over account books.","['night', 'Maester Luwin']",['Luwin']
"Whenever he was away more than a day, Rickon would cry and ask Bran if Robb was ever coming back.","['more than a day', 'Rickon', 'Bran if Robb']",['Rickon']
"Even when he was home at Winterfell, Robb the Lord seemed to have more time for Hallis Mollen and Theon Greyjoy than he ever did for his brothers.

","['Winterfell, Robb the Lord', 'Hallis Mollen', 'Theon Greyjoy']",['Theon']
"Rickon was running across the yard toward the gatehouse, the wolves following him, but the tower faced the wrong way for Bran to see what was happening.",['Rickon'],['Rickon']
"Her voice had dropped very low, almost to a whisper, and Bran found himself leaning forward to listen.

",['Bran'],['Bran']
"And the Others smelled the hot blood in him, and came silent on his trail, stalking him with packs of pale white spiders big as hounds—”

The door opened with a bang, and Bran’s heart leapt up into his mouth in sudden fear, but it was only Maester Luwin, with Hodor looming in the stairway behind him.","['Bran', 'Maester Luwin', 'Hodor']","['Bran', 'Luwin', 'Hodor']"
Maester Luwin was not smiling.,['Maester Luwin'],['Luwin']
"Bran asked Maester Luwin.

",['Maester Luwin'],['Luwin']
"“Tyrion Lannister, and some men of the Night’s Watch, with word from your brother Jon.","['Tyrion Lannister', 'the Night’s Watch', 'Jon']","['Tyrion', 'Jon']"
"It did not seem likely, even if Hodor lived to be a thousand.

",['Hodor'],['Hodor']
"Theon Greyjoy had once commented that Hodor did not know much, but no one could doubt that he knew his name.","['Theon Greyjoy', 'Hodor']","['Theon', 'Hodor']"
"Old Nan had cackled like a hen when Bran told her that, and confessed that Hodor’s real name was Walder.","['Old Nan', 'Bran', 'Hodor', 'Walder']","['Bran', 'Hodor']"
"Hodor hummed tunelessly as he carried Bran down the steps and through the gallery, with Maester Luwin following behind, hurrying to keep up with the stableboy’s long strides.

",['Maester Luwin'],['Luwin']
Theon Greyjoy and Hallis Mollen stood behind him.,"['Theon Greyjoy', 'Hallis Mollen']",['Theon']
"Bran could sense the anger in the hall the moment that Hodor carried him through the doors.

",['Hodor'],['Hodor']
"“Your bastard brother has all your father’s graces, it would seem.”

“Jon,” Bran gasped out from Hodor’s arms.

",['Hodor'],['Hodor']
"“Hodor, bring my brother here.”

“Hodor,” Hodor said, and he trotted forward smiling and set Bran in the high seat of the Starks, where the Lords of Winterfell had sat since the days when they called themselves the Kings in the North.","['Hodor', 'Starks', 'the Lords of Winterfell', 'the days', 'Kings', 'North']",['Hodor']
"“I am told you were quite the climber, Bran,” the little man said at last.",['Bran'],['Bran']
"“The child does not remember anything of the fall, or the climb that came before it,” said Maester Luwin gently.

",['Maester Luwin'],['Luwin']
"“Curious,” said Tyrion Lannister.

",['Tyrion Lannister'],['Tyrion']
"“Do you like to ride, boy?”

Maester Luwin came forward.",['Maester Luwin'],['Luwin']
The word was a knife through Bran’s heart.,['Bran'],['Bran']
"Maester Luwin asked.

",['Maester Luwin'],['Luwin']
"He will provide the rest.”

Maester Luwin took the paper from the dwarf’s hand, curious as a small grey squirrel.",['Maester Luwin'],['Luwin']
Robb Stark seemed puzzled.,['Robb Stark'],['Robb']
"Why should you want to help him?”

“Your brother Jon asked it of me.",['Jon'],['Jon']
"Tyrion Lannister placed a hand over his heart and grinned.

",['Tyrion Lannister'],['Tyrion']
"Sunlight came streaming across the hall as Rickon burst in, breathless.",['Rickon'],['Rickon']
"“The wolves do not like your smell, Lannister,” Theon Greyjoy commented.

","['Lannister', 'Theon Greyjoy']",['Theon']
"The direwolf heard the voice, glanced at Bran, and again at Lannister.",['Bran'],['Bran']
"He crept backward, away from the little man, and settled down below Bran’s dangling feet.

",['Bran'],['Bran']
"“Rickon, call him,” Bran shouted to his baby brother, and Rickon remembered himself and screamed, “Home, Shaggy, home now.”","['Rickon', 'Rickon', 'Home, Shaggy']","['Rickon', 'Rickon']"
"The black wolf gave Lannister one final snarl and bounded off to Rickon, who hugged him tightly around the neck.

",['Rickon'],['Rickon']
"Tyrion Lannister undid his scarf, mopped at his brow, and said in a flat voice, “How interesting.”

“Are you well, my lord?” asked one of his men, his sword in hand.","['Tyrion Lannister', 'one']",['Tyrion']
"“A moment, my lord,” Maester Luwin said.",['Maester Luwin'],['Luwin']
"“Yoren, we go south at daybreak.",['Yoren'],['Yoren']
"With that he made his exit, struggling across the hall on his short legs, past Rickon and out the door.",['Rickon'],['Rickon']
"Hodor said “Hodor,” gathered up his great-grandmother, and carried her off, snoring softly, while Bran lay thinking.",['Hodor'],['Hodor']
"Yoren was senior among the black brothers, so the steward had seated him between Robb and Maester Luwin.","['Yoren', 'Robb', 'Maester Luwin']","['Yoren', 'Robb', 'Luwin']"
"He ripped at the meat with his teeth, cracked the ribs to suck out the marrow from the bones, and shrugged at the mention of Jon Snow.",['Jon Snow'],['Jon']
"“Ser Alliser’s bane,” he grunted, and two of his companions shared a laugh that Bran did not understand.","['Alliser', 'two']",['Alliser']
"But when Robb asked for news of their uncle Benjen, the black brothers grew ominously quiet.

","['Robb', 'Benjen']","['Robb', 'Benjen']"
Yoren wiped his fingers on his vest.,['Yoren'],['Yoren']
"“Too long,” Yoren said.",['Yoren'],['Yoren']
"“My uncle is not dead,” Robb Stark said loudly, anger in his tones.",['Robb Stark'],['Robb']
"His voice rang against the stone walls, and Bran was suddenly afraid.

",['Bran'],['Bran']
"Old sour-smelling Yoren looked up at Robb, unimpressed.",['Yoren'],['Yoren']
“There’s not a man on the Wall knows the haunted forest better than Benjen Stark.,['Benjen Stark'],['Benjen']
"“Well,” said Yoren, “maybe he will and maybe he won’t.",['Yoren'],['Yoren']
"“The children will help him,” he blurted, “the children of the forest!”

Theon Greyjoy sniggered, and Maester Luwin said, “Bran, the children of the forest have been dead and gone for thousands of years.","['Theon Greyjoy', 'Maester Luwin', 'Bran', 'thousands of years']","['Theon', 'Luwin', 'Bran']"
"“Down here, might be that’s true, Maester,” Yoren said, “but up past the Wall, who’s to say?","['Maester', 'Yoren']",['Yoren']
