sentence,entities,character_entities
"Davos had misliked that
wind.",['Davos'],['Davos']
"When Davos saw her hand, he stared.
",['Davos'],['Davos']
"He tore the bread apart and offered
half to Davos.","['half', 'Davos']",['Davos']
"It was, though any stale crust would have tasted just as fine to
Davos; it meant he was a guest here, for this one night at least.","['Davos', 'this one night']",['Davos']
"I
will see the dawn, at least, Davos told himself.",['Davos'],['Davos']
"Davos had only tasted it once before, when King Robert had sent
a half a fish to him at a feast on Dragonstone.

         ","['Davos', 'King Robert', 'a half']",['Davos']
"He still had all his teeth, Davos
saw, though most of them were yellow and one on the top was black
and dead.",['Davos'],['Davos']
"Not as treacherous as men, thought Davos.",['Davos'],['Davos']
"Lord Wyman means to bend his knee,
and not to Stannis.”",['Stannis'],['Stannis']
"“If Stannis thinks the
fat man will ride the stag, he’s wrong.",['Stannis'],['Stannis']
"That was the last thing that Davos would have
expected.",['Davos'],['Davos']
Davos felt as though the lord had punched him in the belly.,['Davos'],['Davos']
"Stannis Baratheon had desperate need
of White Harbor.","['Stannis Baratheon', 'White Harbor']",['Stannis']
"As for your King Stannis, when he was
Robert’s master of ships he sent a fleet into my port without my leave
and made me hang a dozen fine friends.",['Robert'],['Robert']
"Because he is your rightful king, Davos thought.",['Davos'],['Davos']
"“The lion is dead,” said Davos, slowly.",['Davos'],['Davos']
Davos understood.,['Davos'],['Davos']
"“Stannis held Storm’s End against the
Tyrells and the Redwynes.","['Stannis', 'Storm’s End', 'Tyrells', 'Redwynes']",['Stannis']
"Jon Snow, she named him, after Arryn.

         ","['Jon Snow', 'Arryn']",['Jon']
"Robert was the first
man to gain the wall, and slew Marq Grafton with his own hand.","['Robert', 'first', 'Marq Grafton']",['Robert']
"”
        “No more than I was,” said Davos Seaworth.


        ",['Davos Seaworth'],['Davos']
"They could have let him
keep his cloak, Jon Snow thought, the one the wildling woman
patched with strips of crimson silk.

        ",['Jon Snow'],['Jon']
“He knows Tormund Giantsbane.,['Tormund'],['Tormund']
"Stannis had remained unmoved.
",['Stannis'],['Stannis']
"Her voice
made Jon Snow think of anise and nutmeg and cloves.",['Jon Snow'],['Jon']
"Joramun had died thousands of years ago, but Mance had found
his grave beneath a glacier, high up in the Frostfangs.","['Joramun', 'thousands of years ago', 'Mance']",['Mance']
"Ygritte had
told Jon that Mance never found the horn.","['Ygritte', 'Jon']","['Ygritte', 'Jon']"
Melisandre said.,['Melisandre'],['Melisandre']
"She swept a hand toward Stannis, and the great
ruby at her throat pulsed with light.

         ",['Stannis'],['Stannis']
"They had crowned her with a simple
circlet of dark bronze, yet she looked more regal in bronze than
Stannis did in gold.",['Stannis'],['Stannis']
"Lady Melisandre wore no crown, but every man there knew
that she was Stannis Baratheon’s real queen, not the homely woman
he had left to shiver at Eastwatch-by-the-Sea.","['Lady Melisandre', 'Stannis', 'Eastwatch']",['Stannis']
“FREE FOLK!” cried Melisandre.,['Melisandre'],['Melisandre']
"Jon’s garron shied
nervously, and up and down the ranks others fought to still their
mounts as well.",['Jon'],['Jon']
"Inside his cage, Mance Rayder clawed at the noose about his
neck with bound hands and screamed incoherently of treachery and
witchery, denying his kingship, denying his people, denying his name,
denying all that he had ever been.",['Mance Rayder'],['Mance']
Jon watched unblinking.,['Jon'],['Jon']
"Jon wanted them to take that fear with
them to their new homes south of the Wall.

        ",['Jon'],['Jon']
"Jon found himself remembering a song.

       ",['Jon'],['Jon']
"Jon wondered what Ygritte
would have done in her place.",['Ygritte'],['Ygritte']
"He
found himself thinking about Sam and Maester Aemon, about Gilly
and the babe.","['Sam', 'Maester Aemon', 'Gilly']","['Aemon', 'Gilly']"
"Last
night he had dreamed of Sam drowning, of Ygritte dying with his
arrow in her (it had not been his arrow, but in his dreams it always
was), of Gilly weeping tears of blood.

        ","['Last\nnight', 'Sam', 'Ygritte', 'Gilly']","['Ygritte', 'Gilly']"
Jon Snow had seen enough.,['Jon Snow'],['Jon']
"“And now his Watch is done,” Jon murmured
softly.",['Jon'],['Jon']
"Mance Rayder had been a man of the Night’s Watch once,
before he changed his black cloak for one slashed with bright red silk.

         ","['Mance Rayder', 'the Night’s Watch', 'one']",['Mance']
"Up on the platform, Stannis was scowling.",['Stannis'],['Stannis']
"Jon refused to meet
his eyes.",['Jon'],['Jon']
"“The Lord of Light made the sun
and moon and stars to light our way, and gave us fire to keep the night
at bay,” Melisandre told the wildlings.","['The Lord of Light', 'Melisandre']",['Melisandre']
"Jon had seen the show before … but not like this, never before
like this.",['Jon'],['Jon']
"When Stannis raised
the blade above his head, men had to turn their heads or cover their
eyes.",['Stannis'],['Stannis']
"Is this the power of king’s
blood?

        “Westeros has but one king,” said Stannis.","['Westeros', 'one', 'Stannis']",['Stannis']
"His voice rang
harsh, with none of Melisandre’s music.",['Melisandre'],['Melisandre']
"Jon Snow raised his hand and
lowered it, and his black ranks parted right and left, clearing a path to
the Wall, where Dolorous Edd Tollett pushed open the iron gate.

         ","['Jon Snow', 'Edd Tollett']",['Jon']
"“Come,” urged Melisandre.",['Melisandre'],['Melisandre']
"If you would eat, come to me, Jon thought.",['Jon'],['Jon']
"Hesitant, wary of some trap, the first few prisoners
edged across the planks and through the ring of the stakes, toward
Melisandre and the Wall.","['Hesitant', 'first', 'Melisandre']",['Melisandre']
"So the new god devoured the corpse of the old, and cast
gigantic shadows of Stannis and Melisandre upon the Wall, black
against the ruddy red reflections on the ice.

         ","['Stannis', 'Melisandre']","['Stannis', 'Melisandre']"
"The new Magnar
of Thenn was a younger, shorter version of his father—lean, balding,
clad in bronze greaves and a leather shirt sewn with bronze scales.
","['Magnar', 'Thenn']",['Thenn']
"Jon did not believe for a moment that he would keep faith.
",['Jon'],['Jon']
"It is too cold for this mummer’s show, thought Jon.",['Jon'],['Jon']
"“The free
folk despise kneelers,” he had warned Stannis.",['Stannis'],['Stannis']
"Jon had detailed Horse and Satin and half a
dozen others to lead them through the Wall with torches.","['Jon', 'Horse', 'Satin', 'half', 'dozen']",['Jon']
"Soon or late, however, Tormund Giantsbane would
assault the Wall again, and when that hour came Jon wondered whose
side Stannis’s new-made subjects would choose.","['Tormund Giantsbane', 'that hour', 'Jon', 'Stannis']","['Tormund', 'Jon', 'Stannis']"
Bowen Marsh edged his mount up next to Jon’s.,"['Bowen Marsh', 'Jon']","['Bowen', 'Jon']"
"He no longer looks much like a pomegranate, Jon thought.
",['Jon'],['Jon']
"“Quiet in the ranks.”
Ser Alliser had grown more circumspect since Lord Janos had lost his
head, but the malice was still there.","['Ser Alliser', 'Janos']",['Janos']
"Jon had toyed with the idea of
giving him the command Slynt had refused, but he wanted the man
close.","['Jon', 'Slynt']",['Jon']
"Jon Snow could see
his breath in the air.",['Jon Snow'],['Jon']
"“You are free to go,” Stannis told
them.",['Stannis'],['Stannis']
"Jon
watched Stannis descend from the platform, with Melisandre by his
side.","['Stannis', 'Melisandre']","['Stannis', 'Melisandre']"
"“Lord Steward,” Jon told
Marsh, “break up that stockade for firewood and throw the corpses in
the flames.”
        ",['Jon'],['Jon']
"“Our vows … we are sworn to protect the realm …”

         “Once the free folk are settled in the Gift, they will become
part of the realm,” Jon pointed out.","['Gift', 'Jon']",['Jon']
Stannis is not wrong in this.,['Stannis'],['Stannis']
"We must make common
cause with the wildlings.”

         “Common cause against a common foe, I could agree with
that,” said Bowen Marsh, “but that does not mean we should allow
tens of thousands of half-starved savages through the Wall.","['Bowen Marsh', 'tens of thousands of half']",['Bowen']
"It will not be difficult, Othell tells me.",['Othell'],['Othell']
"Any foe would need to hack his
way through.”

        “Or climb.”

         “Unlikely,” said Bowen Marsh.",['Bowen Marsh'],['Bowen']
"Jon had climbed the Wall himself.

         ","['Jon', 'Wall']",['Jon']
"Yet what
Bowen was suggesting went against all of Jon’s instincts.",['Bowen'],['Bowen']
"“Stannis promises land, food, and justice to any wildlings who
bend the knee.",['Stannis'],['Stannis']
"Janos Slynt might be gone, but his lies lingered.",['Janos Slynt'],['Janos']
"Jon had heard the whispers, had seen men turn away when
he crossed the yard.",['Jon'],['Jon']
"“What would they have me do, take up swords
against Stannis and the wildlings both?",['Stannis'],['Stannis']
"“It is not my intent to choose any side,” said Jon, “but I am
not as certain of the outcome of this war as you seem to be, my lord.
",['Jon'],['Jon']
"Jon had known Tyrion Lannister, briefly.
",['Tyrion Lannister'],['Tyrion']
"“A boy he may be, my lord, but … King Robert was well
loved, and most men still accept that Tommen is his son.","['King Robert', 'Tommen']",['Tommen']
"The more
they see of Lord Stannis the less they love him, and fewer still are
fond of Lady Melisandre with her fires and this grim red god of hers.
","['Stannis', 'Lady Melisandre']",['Stannis']
"“I will leave you to finish here, Bowen.",['Bowen'],['Bowen']
"Smoke and drifting ash still lingered in the air about the pit as
Jon trotted back to the gate.","['Smoke', 'Jon']",['Jon']
"It was better than
my old dream, where Harma Dogshead was feeding me to her pigs.”

         “Harma’s dead,” Jon said.","['Harma Dogshead', 'Harma', 'Jon']",['Jon']
"The odors of smoke and burned flesh still clung to Jon’s
blacks.",['Jon'],['Jon']
"A cup of wine with Maester Aemon, some quiet words with Sam,
a few laughs with Pyp and Grenn and Toad.","['Maester Aemon', 'Sam', 'Pyp', 'Grenn and Toad']",['Aemon']
"Aemon and Sam were
gone, though, and his other friends … “I will take supper with the men
this evening.”

       “Boiled beef and beets.”","['Aemon', 'Sam', 'this evening']",['Aemon']
"When Jon entered, four builders were playing at tiles
at the table nearest the steps.","['Jon', 'four']",['Jon']
Jon Snow did not join the laughter.,['Jon Snow'],['Jon']
"Pyp hopped to his feet and gave
Jon a mocking bow.",['Jon'],['Jon']
"Jon wanted to shake some
sense into him.",['Jon'],['Jon']
"It’s your tongue
waggling that makes the trouble.”

        “I’ll see that he’s more careful,” Grenn promised, “and I’ll
clout him if he’s not.”",['Grenn'],['Grenn']
"“My lord, will you sup with us?
Owen, shove over and make room for Jon.”

         ","['Owen', 'Jon']",['Jon']
Jon wanted nothing more.,['Jon'],['Jon']
"Stannis kept her closely penned in rooms above his own, but he did
allow her to walk the battlements for exercise.",['Stannis'],['Stannis']
"She looks lonely, Jon
thought.",['Jon'],['Jon']
"Ygritte had been pretty in her own way,
with her red hair kissed by fire, but it was her smile that made her face
come alive.",['Ygritte'],['Ygritte']
"Lonely and lovely and lethal, Jon Snow reflected, and I might
have had her.",['Jon Snow'],['Jon']
"Jon could hear the creak of chains as the winch
cage swung and scraped against the ice.",['Jon'],['Jon']
"He was walking beneath the shell of the Lord Commander’s
Tower, past the spot where Ygritte had died in his arms, when Ghost
appeared beside him, his warm breath steaming in the cold.",['Ygritte'],['Ygritte']
"The taste of hot
blood filled Jon’s mouth, and he knew that Ghost had killed that night.
","['Jon', 'Ghost']",['Jon']
"“Do I intrude?” asked Jon.

       ",['Jon'],['Jon']
"He only seemed young compared with Aemon.
Short and round, he had the dim pink eyes of some nocturnal creature.
",['Aemon'],['Aemon']
"When Clydas poured, Jon held
the cup with both hands, sniffed the spices, swallowed.","['Clydas', 'Jon']",['Jon']
"Many good men have been bad kings, Maester Aemon used to say,
and some bad men have been good kings.”
         ",['Maester Aemon'],['Aemon']
“I looked at that book Maester Aemon left me.,['Maester Aemon'],['Aemon']
"“A pity that the sword
that Stannis wields is cold.",['Stannis'],['Stannis']
"Jon Snow
raised the hood of his cloak and pulled at the door.",['Jon Snow'],['Jon']
"Ghost curled up on his
rug and went to sleep, but Jon could not rest yet.",['Jon'],['Jon']
"Halder and Toad he dispatched
west to the Shadow Tower, Grenn and Pyp to Eastwatch-by-the-Sea.
","['Halder', 'the Shadow Tower', 'Grenn', 'Eastwatch']",['Grenn']
"My last friend, Jon thought ruefully.",['Jon'],['Jon']
"she cried, as Irri shook her gently by the shoulder.
",['Irri'],['Irri']
"“No, Khaleesi,” Irri murmured, “it is your eunuch Grey Worm
and the bald men.","['Khaleesi', 'Irri', 'Grey Worm']","['Irri', 'Grey']"
"“Who is that weeping?”

         “Your slave Missandei.”",['Missandei'],['Missandei']
"“Why does she
weep?”

        “For him who was her brother,” Irri told her.

        ",['Irri'],['Irri']
"The rest she had from Skahaz, Reznak, and Grey Worm, when
they were ushered into her presence.","['Skahaz, Reznak', 'Grey Worm']",['Grey']
"“Tell me.”

        Grey Worm answered.",['Grey Worm'],['Grey']
"Young as she was, Missandei
had shown such a gift for tongues that the Good Masters had made a
scribe of her.","['Missandei', 'the Good Masters']",['Missandei']
"When she returned to her rooms atop the pyramid, she found
Missandei crying softly on her pallet, trying as best she could to
muffle the sound of her sobs.",['Missandei'],['Missandei']
"Missandei slipped under the
sheets.",['Missandei'],['Missandei']
Missandei was only a child.,['Missandei'],['Missandei']
"Well, Ser Willem did, but then he died, and Viserys … I want to
protect you but … it is so hard.","['Ser Willem', 'Viserys']",['Viserys']
"I am the
queen … the … the …”

       “… mother,” whispered Missandei.",['Missandei'],['Missandei']
"Missandei hugged her tighter.
",['Missandei'],['Missandei']
"Dany shut her eyes
and tried to think of home, of Dragonstone and King’s Landing and all
the other places that Viserys had told her of, in a kinder land than this
… but her thoughts kept turning back to Slaver’s Bay, like ships
caught in some bitter wind.","['Dragonstone and King’s Landing', 'Viserys', 'Slaver’s Bay']",['Viserys']
"When Missandei was sound asleep, Dany
slipped from her arms and stepped out into the predawn air to lean
upon the cool brick parapet and gaze out across the city.",['Missandei'],['Missandei']
"She found herself thinking of Daario Naharis once again,
Daario with his gold tooth and trident beard, his strong hands resting
on the hilts of his matched arakh and stiletto, hilts wrought of gold in
the shape of naked women.",['Daario Naharis'],['Daario']
"She was a queen, and Daario Naharis was not the stuff
of kings.

        ",['Daario Naharis'],['Daario']
"“What if Daario has betrayed me and gone over to my
enemies?”",['Daario'],['Daario']
"The old knight neither liked nor trusted Daario, she knew.
",['Daario'],['Daario']
"Only a blind man could believe otherwise, and
Daario Naharis was not blind.”

        ",['Daario Naharis'],['Daario']
"Ser Barristan was sure he would return, though.",['Barristan'],['Barristan']
“Missandei?”,['Missandei'],['Missandei']
"“Irri? Jhiqui?”

        “They sleep,” came the answer.

        ","['Irri', 'Jhiqui']",['Irri']
"“They will swear to you that I am not here.”

        “Are you here?”

        “No. Hear me, Daenerys Targaryen.",['Daenerys Targaryen'],['Daenerys']
"Missandei stood in the door of the queen’s
bedchamber, a lantern in her hand.",['Missandei'],['Missandei']
"She was the blood of the
dragon, but Ser Barristan had warned her that in that blood there was a
taint.",['Barristan'],['Barristan']
"Missandei returned with a melon and a bowl of hard-cooked
eggs, but Dany found she had no appetite.","['Missandei', 'Dany']",['Missandei']
"As the sky lightened and
the stars faded one by one, Irri and Jhiqui helped her don a tokar of
violet silk fringed in gold.
        ","['one', 'Irri', 'Jhiqui']",['Irri']
"Ser
Barristan’s work",['Barristan'],['Barristan']
"“Will it please Your
Worship to hear the noble Hizdahr zo Loraq?”

        Will he never admit defeat?","['Hizdahr', 'Loraq']",['Hizdahr']
Hizdahr was not in a tokar today.,"['Hizdahr', 'today']",['Hizdahr']
"“Your
barber has served you well, Hizdahr.",['Hizdahr'],['Hizdahr']
"Ser Barristan suggested a
tourney instead; his orphans could ride at rings and fight a mêlée with
blunted weapons, he said, a suggestion Dany knew was as hopeless as
it was well-intentioned.",['Barristan'],['Barristan']
"Only
the little scribe Missandei seemed to share the queen’s misgivings.

        ",['Missandei'],['Missandei']
"“I have refused you six times,” Dany reminded Hizdahr.
","['six', 'Hizdahr']",['Hizdahr']
"“Hizdahr swears that the winners shall share half of all the
coin collected at the gates,” said Khrazz.","['Hizdahr', 'half', 'Khrazz']",['Hizdahr']
"“Half, he swears it, and
Hizdahr is an honorable man.”

       ",['Hizdahr'],['Hizdahr']
"“We
will resume on the morrow.”

       “All kneel for Daenerys Stormborn, the Unburnt, Queen of
Meereen, Queen of the Andals and the Rhoynar and the First Men,
Khaleesi of Great Grass Sea, Breaker of Shackles, and Mother of
Dragons,” Missandei called.

          ","['Daenerys Stormborn', 'Meereen, Queen of the Andals', 'Rhoynar', 'Khaleesi of Great Grass Sea', 'Shackles', 'Dragons', 'Missandei']",['Missandei']
Ser Barristan escorted her back up to her chambers.,['Barristan'],['Barristan']
"It was the Young Usurper who dismissed you from
the Kingsguard …”
        “Joffrey, aye.","['the Young Usurper', 'Kingsguard', 'Joffrey']",['Joffrey']
"My
cousins would find a place for me at Harvest Hall, I knew, but I had
no wish to bring Joffrey’s displeasure down upon them.","['Harvest Hall', 'Joffrey']",['Joffrey']
"I was
gathering my things when it came to me that I had brought this on
myself by taking Robert’s pardon.",['Robert'],['Robert']
"“My brother Viserys.”

         “Such was my intent.",['Viserys'],['Viserys']
"Joffrey had offered me a tower to die in, but I
had spurned his gift, so now he meant to offer me a dungeon.",['Joffrey'],['Joffrey']
"As I spurred for the gates I heard
Janos Slynt shouting for them to go after me.",['Janos Slynt'],['Janos']
"Afterward I went into the Great Sept and thanked the
seven gods that Joffrey had stripped me of my cloak.”

        “Stark was a traitor who met a traitor’s end.”

         “Your Grace,” said Selmy, “Eddard Stark played a part in
your father’s fall, but he bore you no ill will.","['the Great Sept', 'seven', 'Joffrey', 'Stark', 'Selmy', 'Eddard Stark']","['Joffrey', 'Ned']"
"When the eunuch Varys
told us that you were with child, Robert wanted you killed, but Lord
Stark spoke against it.","['Varys', 'Robert', 'Stark']","['Varys', 'Robert']"
"Rather than countenance the murder of
children, he told Robert to find himself another Hand.”
        ",['Robert'],['Robert']
"Ser Barristan
brought a lantern, lest she fall.",['Barristan'],['Barristan']
"Daenerys Targaryen stepped into the hot heart of
darkness and stopped at the lip of a deep pit.",['Daenerys Targaryen'],['Daenerys']
Ser Barristan took her by the arm.,['Barristan'],['Barristan']
"On the road to
Yunkai, when Daario tossed the heads of Sallor the Bald and Prendahl
na Ghezn at her feet, her children made a feast of them.","['Yunkai', 'Daario', 'Sallor the Bald', 'Prendahl']",['Daario']
"Lord Ramsay loved the
chase and preferred to hunt two-legged prey.","['Ramsay', 'two']",['Ramsay']
"It missed by a good foot, and Ramsay smiled.
",['Ramsay'],['Ramsay']
"The boy king on the Iron Throne
had made Lord Ramsay legitimate, giving him the right to use his lord
father’s name.",['Ramsay'],['Ramsay']
"The best places, up near the dais, were occupied by
Ramsay’s favorites, the Bastard’s Boys.",['Ramsay'],['Ramsay']
"Grunt, who had lost his tongue
for speaking carelessly in Lord Roose’s hearing.",['Roose'],['Roose']
"Ramsay was clad in black and pink—black boots, black belt
and scabbard, black leather jerkin over a pink velvet doublet slashed
with dark red satin.",['Ramsay'],['Ramsay']
"Smiling, always smiling.”

        “He smiles less often now,” Lord Ramsay confessed.",['Ramsay'],['Ramsay']
"“Oh, he’s been skinned, here and there,” said Ramsay.",['Ramsay'],['Ramsay']
"“…
bad and …”

       “There’s blood on your mouth,” Ramsay observed.",['Ramsay'],['Ramsay']
Lord Ramsay would never simply cut off a man’s finger.,['Ramsay'],['Ramsay']
"Ramsay had not been pleased, and the offense had cost
Reek another toe.","['Ramsay', 'Reek']",['Ramsay']
“A rat?” Ramsay’s pale eyes glittered in the torchlight.,['Ramsay'],['Ramsay']
"Sometimes
Ramsay would make japes about balancing him out.",['Ramsay'],['Ramsay']
"Lord Eddard’s
daughter, Arya.",['Arya'],['Arya']
"You remember little Arya, don’t you?”

         Arya Underfoot, he almost said.","['Arya', 'Arya Underfoot']",['Arya']
Sansa was the pretty one.,['Sansa'],['Sansa']
"He remembered a time when he had
thought that Lord Eddard Stark might marry him to Sansa and claim
him for a son, but that had only been a child’s fancy.",['Sansa'],['Sansa']
"And you will be coming with me,
to help me fetch home my virgin bride.”


        BRAN

        Something about the way the raven screamed sent a shiver
running up Bran’s spine.",['Bran'],['Bran']
"“Where?”
Meera’s voice was hushed.",['Meera'],['Meera']
"“Hodor,” whispered Hodor.",['Hodor'],['Hodor']
“Is this the only way in?” asked Meera.,['Meera'],['Meera']
"Not even Hodor could climb down
into a sinkhole with Bran heavy on his back, and Jojen could no more
walk three leagues than run a thousand.

        ","['Jojen', 'three', 'a thousand']",['Jojen']
Meera eyed the hill above.,['Meera'],['Meera']
"Where are they?”

         “Inside the cave?” suggested Meera.",['Meera'],['Meera']
"“Hodor.”

        “A fold in the rock, that’s all I see,” said Meera.",['Meera'],['Meera']
Meera studied the cleft in the hillside.,['Meera'],['Meera']
"No, thought Bran, but all those yards are upward.",['Bran'],['Bran']
"The three-eyed crow, thought Bran.","['three', 'Bran']",['Bran']
"All of them were cold and wet and hungry, except the ranger,
and Jojen Reed was too weak to walk unaided.

          ",['Jojen Reed'],['Jojen']
Meera Reed bent down beside her brother.,['Meera Reed'],['Meera']
"“I can’t fight and carry Jojen both, the
climb’s too steep,” Meera was saying.","['Jojen', 'Meera']","['Jojen', 'Meera']"
"He had never felt more like a cripple than he
did then, watching helplessly as Meera Reed and Coldhands butchered
the brave beast who had carried them so far.","['Meera Reed', 'Coldhands']",['Meera']
"Wordless for once, Hodor slapped the snow off his legs, and
plowed upward through the snowdrifts with Bran upon his back.
",['Hodor'],['Hodor']
"As they climbed, Bran turned awkwardly in his basket to
watch as Meera slid an arm beneath her brother to lift him to his feet.
","['Bran', 'Meera']","['Bran', 'Meera']"
"Meera had just begun to
struggle up the hill, half-dragging and half-carrying her little brother,
when Hodor passed between two trees, and Bran lost sight of them.

         ","['half', 'Hodor', 'Bran']","['Hodor', 'Bran']"
"Drifts of snow cracked under Hodor’s
boots.","['Drifts', 'Hodor']",['Hodor']
"“Hodor,” said Hodor.",['Hodor'],['Hodor']
"“Hodor, stop,” said Bran.",['Bran'],['Bran']
"”

        Coldhands was still climbing, and Hodor wanted to keep up.
",['Hodor'],['Hodor']
"The
snow Hodor disturbed slid downhill, starting a small avalanche behind
them.

        ",['Hodor'],['Hodor']
"“Look, someone—”

        Hodor screamed.",['Hodor'],['Hodor']
"His
mouth was full of blood and Hodor was thrashing and rolling,
crushing the crippled boy beneath him.

        ",['Hodor'],['Hodor']
"Snow filled Bran’s mouth and nose as they
rolled over, but in a half a heartbeat he was rolling up again.
",['Bran'],['Bran']
"Something slammed against his head, a rock or a chunk of ice or a
dead man’s fist, he could not tell, and he found himself out of his
basket, sprawled across the hillside, spitting snow, his gloved hand
full of hair that he’d torn from Hodor’s head.

        ",['Hodor'],['Hodor']
"Two more were going after Hodor,
lumbering clumsily down the slope.","['Two', 'Hodor']",['Hodor']
"Meera was going to climb right
into this, Bran realized, with a sick sense of helpless terror.",['Meera'],['Meera']
"And suddenly he was not Bran, the broken boy crawling
through the snow, suddenly he was Hodor halfway down the hill, with
the wight raking at his eyes.",['Hodor'],['Hodor']
Bran ripped Hodor’s longsword from his belt.,['Hodor'],['Hodor']
"Deep inside he
could hear poor Hodor whimpering still, but outside he was seven feet
of fury with old iron in his hand.","['Hodor', 'seven feet']",['Hodor']
"Bran backed away, bleeding, and Meera Reed was there,
driving her frog spear deep into the wight’s back.",['Meera Reed'],['Meera']
"“Hodor, hodor.” Jojen was twisting
feebly where she’d laid him down.",['Jojen'],['Jojen']
"Bran went to him, dropped the
longsword, gathered the boy into Hodor’s arm, and lurched back to his
feet.",['Hodor'],['Hodor']
"Meera led the way back up the hill, jabbing at the wights
when they came near.",['Meera'],['Meera']
"“Hodor,” Hodor said with every step.",['Hodor'],['Hodor']
"He wondered what Meera would think if he should suddenly
tell her that he loved her.

        ",['Meera'],['Meera']
"Will I be
Hodor for good or all?",['Hodor'],['Hodor']
"He could hear Hodor screaming, “Hodor hodor
hodor hodor.",['Hodor'],['Hodor']
"For a moment
Bran thought it was his sister Arya … madly, for he knew his little
sister was a thousand leagues away, or dead.","['Arya', 'thousand']",['Arya']
"Tears filled
Hodor’s eyes and froze there.

        ",['Hodor'],['Hodor']
"Summer was there, sniffing round him, and Hodor,
soaking wet.","['Summer', 'Hodor']",['Hodor']
Meera cradled Jojen’s head in her lap.,['Jojen'],['Jojen']
"And the Arya
thing stood over them, clutching her torch.

        ",['Arya'],['Arya']
"That was not Arya’s voice, nor any child’s.",['Arya'],['Arya']
"It was a girl, but smaller than Arya, her
skin dappled like a doe’s beneath a cloak of leaves.",['Arya'],['Arya']
"Meera said, “You speak the Common Tongue now.”

         “For him.","['Meera', 'the Common Tongue']",['Meera']
"I might be walking still, but my legs were sore and
my heart was weary, so I turned my feet for home.”

        “Two hundred years?” said Meera.

        ","['Two hundred years', 'Meera']",['Meera']
“Do you have a name?” asked Bran.,['Bran'],['Bran']
“The three-eyed crow?” asked Meera.,"['three', 'Meera']",['Meera']
"Meera
helped Bran back up onto Hodor’s back, though his basket was half-
crushed and wet from melting snow.",['Hodor'],['Hodor']
"The way was cramped and twisty, and so low that Hodor soon
was crouching.",['Hodor'],['Hodor']
"“Remember the heart tree in the godswood, Hodor?",['Hodor'],['Hodor']
"As Hodor thumped
after her, something crunched beneath his feet.",['Hodor'],['Hodor']
"His halt was so sudden
that Meera and Jojen almost slammed into his back.

         ","['Meera', 'Jojen']","['Meera', 'Jojen']"
"“Bones,” said Bran.",['Bran'],['Bran']
"If Hodor slipped on
that narrow bridge, they would fall and fall.

        ",['Hodor'],['Hodor']
"Behind
them Meera gasped.",['Meera'],['Meera']
"The nights had never been kind to Tyrion
Lannister.",['Tyrion'],['Tyrion']
"The river had
perils, the dwarf knew, but Griff himself struck Tyrion as more
dangerous than any of them.","['Griff', 'Tyrion']",['Tyrion']
"He reminded Tyrion of Bronn, though
Bronn had a sellsword’s black humor and Griff had no humor at all.
        ","['Tyrion of Bronn', 'Bronn', 'Griff']",['Bronn']
"“I would kill for a cup of wine,” muttered Tyrion.

        ",['Tyrion'],['Tyrion']
"When Lemore climbed back onto the deck, Tyrion savored the
sight of water trickling between her breasts, her smooth skin glowing
golden in the morning light.","['Lemore', 'Tyrion', 'morning']",['Tyrion']
"When Ysilla turned her back, Tyrion snatched a biscuit off the
brazier, darting away just in time to avoid a smack from her fearsome
wooden spoon.","['Ysilla', 'Tyrion']",['Tyrion']
"The slave-
catchers seldom come so far north.”
        “Slave-catchers would be a welcome change from turtles.”
Not being an escaped slave, Tyrion need not fear being caught.",['Tyrion'],['Tyrion']
"That night at supper Tyrion surprised his
sire by walking the length of the high table on his hands.","['That night', 'Tyrion']",['Tyrion']
"“You
have a gift for making men smile,” Septa Lemore told Tyrion as he
was drying off his toes.","['Septa Lemore', 'Tyrion']",['Tyrion']
"Whilst Young Griff went
off with Septa Lemore to be instructed in the mysteries of the Faith,
Tyrion stripped off the wet clothes and donned dry ones.","['Young Griff', 'Septa Lemore', 'Faith', 'Tyrion']",['Tyrion']
"Griff had even insisted that
Tyrion help with the cutting and sewing.",['Tyrion'],['Tyrion']
"No doubt he meant for it to
be humbling, but Tyrion enjoyed the needlework.",['Tyrion'],['Tyrion']
"Ten years ago,
Tyrion had read a fragment of Unnatural History that had eluded the
Blessed Baelor, but he doubted that any of Barth’s work had found its
way across the narrow sea.","['Ten years ago', 'Tyrion', 'Unnatural History', 'Blessed Baelor', 'Barth']",['Tyrion']
"The Volantene dialect was as new to him as it
was to Tyrion, so every day they learned a few more words whilst
Haldon corrected their mistakes.","['Volantene', 'Tyrion', 'Haldon']",['Tyrion']
"There the boy was less adroit,
but Haldon was a patient teacher, and Tyrion was able to make
himself of use as well.","['Haldon', 'Tyrion']",['Tyrion']
"“I am trying to lull you into a false sense of confidence,” said
Tyrion, as they arranged their tiles on either side of a carved wooden
screen.",['Tyrion'],['Tyrion']
"No, thought the dwarf, he plays the game of thrones, and you
and Griff and Duck are only pieces, to be moved where he will and
sacrificed at need, just as he sacrificed Viserys.","['Griff', 'Viserys']",['Viserys']
"That was Nymeria’s palace, and this is all that
remains of Ny Sar, her city.
        ","['Nymeria', 'Ny Sar']",['Nymeria']
"It raised its head and bellowed, a deep-
throated thrumming roar louder than any warhorn that Tyrion had ever
heard.",['Tyrion'],['Tyrion']
"“A turtle,” said Tyrion.",['Tyrion'],['Tyrion']
